b20	a03	syl
ti	maș	true
ti	maț	true
ti	mba	false
ti	mbr	false
ti	me-	true
ti	mea	true
ti	mef	true
ti	mei	true
ti	mel	true
ti	mem	true
ti	men	true
ti	mer	true
ti	mes	true
ti	met	true
ti	mez	true
ti	meș	true
ti	mf-	false
ti	mfi	false
ti	mfu	false
ti	mi-	false
ti	mi-	true
ti	mia	true
ti	mic	true
ti	mid	true
ti	mie	true
ti	mii	true
ti	mil	true
ti	mim	true
ti	min	true
ti	mio	true
ti	mir	true
ti	mis	true
ti	mit	true
ti	miz	true
ti	miș	true
ti	miț	true
ti	mle	false
ti	mo-	true
ti	moa	true
ti	moc	true
ti	mof	true
ti	mog	true
ti	mol	true
ti	mon	true
ti	mor	true
ti	mp-	false
ti	mpa	false
ti	mpi	false
ti	mpu	false
ti	mul	true
ti	mun	true
ti	mus	true
ti	mân	true
ti	mă-	true
ti	măl	true
ti	măm	true
ti	măr	true
ti	n--	false
ti	na-	true
ti	nad	true
ti	nai	true
ti	naj	true
ti	nal	true
ti	nam	false
ti	nam	true
ti	nan	true
ti	nar	true
ti	nas	true
ti	nat	true
ti	nau	true
ti	nax	true
ti	naz	true
ti	naș	true
ti	naț	true
ti	nc-	false
ti	nci	false
ti	nct	false
ti	ncu	false
ti	ncț	false
ti	nd-	false
ti	nda	false
ti	nde	false
ti	ndu	false
ti	ndă	false
ti	ne-	true
ti	nea	true
ti	nee	true
ti	nef	true
ti	nei	true
ti	nel	true
ti	nem	true
ti	nen	true
ti	ner	true
ti	nes	true
ti	net	true
ti	neu	true
ti	nev	true
ti	nez	true
ti	neș	true
ti	neț	true
ti	nfo	false
ti	ng-	false
ti	nga	false
ti	nge	false
ti	ngh	false
ti	ngi	false
ti	ngu	false
ti	ngâ	false
ti	ngă	false
ti	ni-	false
ti	ni-	true
ti	nia	true
ti	nic	true
ti	nid	true
ti	nie	true
ti	nif	true
ti	nii	true
ti	nil	true
ti	nim	true
ti	nin	true
ti	nir	true
ti	nis	true
ti	nit	true
ti	niu	true
ti	niz	true
ti	niș	true
ti	niț	true
ti	no-	true
ti	noa	true
ti	nob	true
ti	nod	true
ti	nof	true
ti	nog	true
ti	noi	true
ti	nol	true
ti	nom	true
ti	non	true
ti	nop	true
ti	nor	true
ti	nos	true
ti	not	true
ti	nou	true
ti	noș	true
ti	ns-	false
ti	nse	false
ti	nsk	false
ti	nso	false
ti	nsu	false
ti	nsă	false
ti	nta	false
ti	nte	false
ti	nti	false
ti	nto	false
ti	ntă	false
ti	nua	true
ti	nuc	true
ti	nue	true
ti	nui	true
ti	nul	true
ti	nur	true
ti	nuu	true
ti	nuâ	true
ti	nuă	true
ti	nzi	false
ti	nzâ	false
ti	nză	false
ti	nân	true
ti	nă-	true
ti	năm	true
ti	năr	true
ti	năt	true
ti	nși	false
ti	nța	false
ti	nțe	false
ti	nțâ	false
ti	nță	false
ti	o--	false
ti	o--	true
ti	oag	false
ti	oal	false
ti	oal	true
ti	oan	true
ti	oar	false
ti	oar	true
ti	oas	false
ti	oas	true
ti	ob-	false
ti	obu	false
ti	obâ	false
ti	oc-	false
ti	oca	true
ti	oci	false
ti	oci	true
ti	oco	true
ti	ocu	false
ti	oda	true
ti	ofa	true
ti	ofi	false
ti	ofo	false
ti	ofo	true
ti	oge	true
ti	ogr	true
ti	ohă	false
ti	oid	true
ti	oiz	true
ti	ol-	true
ti	ola	false
ti	ola	true
ti	ole	false
ti	ole	true
ti	oli	true
ti	olo	false
ti	olo	true
ti	olu	true
ti	olâ	true
ti	olă	false
ti	olă	true
ti	oma	false
ti	ome	false
ti	ome	true
ti	omo	false
ti	omo	true
ti	on-	true
ti	ona	false
ti	ona	true
ti	one	false
ti	one	true
ti	oni	false
ti	oni	true
ti	ono	true
ti	onu	true
ti	onâ	false
ti	onâ	true
ti	onă	false
ti	onă	true
ti	opa	false
ti	opa	true
ti	opi	true
ti	opt	false
ti	or-	true
ti	ori	true
ti	orn	true
ti	oru	true
ti	os-	false
ti	os-	true
ti	osu	true
ti	oto	true
ti	otr	false
ti	otr	true
ti	our	true
ti	oxi	true
ti	oza	true
ti	oze	true
ti	ozi	false
ti	ozi	true
ti	oză	true
ti	oși	false
ti	oși	true
ti	p--	false
ti	pa-	true
ti	pai	true
ti	paj	true
ti	pal	true
ti	pam	true
ti	pan	true
ti	pap	true
ti	par	true
ti	pas	true
ti	pat	true
ti	pau	true
ti	paș	true
ti	paț	true
ti	pe-	true
ti	pea	true
ti	pel	true
ti	pen	true
ti	per	true
ti	pes	true
ti	pez	true
ti	pi-	false
ti	pia	true
ti	pic	true
ti	pie	true
ti	pii	true
ti	pil	true
ti	pir	true
ti	pis	true
ti	piz	true
ti	piș	true
ti	pla	true
ti	ple	true
ti	pli	true
ti	plu	true
ti	plă	true
ti	po-	true
ti	pod	true
ti	poe	true
ti	pog	true
ti	pol	true
ti	pom	true
ti	pop	true
ti	por	true
ti	pot	true
ti	pou	true
ti	poz	true
ti	pro	true
ti	pse	false
ti	psi	false
ti	pso	false
ti	pti	false
ti	pub	true
ti	pul	true
ti	pur	true
ti	put	true
ti	pân	true
ti	pă-	true
ti	păm	true
ti	păr	true
ti	r--	false
ti	ra-	true
ti	rab	true
ti	rac	true
ti	rad	true
ti	rag	true
ti	rah	true
ti	rai	true
ti	raj	true
ti	ral	true
ti	ram	true
ti	ran	true
ti	rar	true
ti	ras	true
ti	rat	true
ti	rau	true
ti	rax	true
ti	raș	true
ti	raț	true
ti	rb-	false
ti	rba	false
ti	rbe	false
ti	rbi	false
ti	rbu	false
ti	rbă	false
ti	re-	true
ti	rea	true
ti	rec	true
ti	ref	true
ti	reg	true
ti	rei	true
ti	rel	true
ti	ren	true
ti	reo	true
ti	rep	true
ti	res	true
ti	reu	true
ti	rev	true
ti	rez	true
ti	reș	true
ti	rfo	false
ti	rfu	false
ti	ri-	false
ti	ri-	true
ti	ria	true
ti	rib	true
ti	ric	true
ti	rid	true
ti	rig	true
ti	rii	true
ti	ril	true
ti	rim	true
ti	rin	true
ti	rip	true
ti	rir	true
ti	ris	true
ti	rit	true
ti	riu	true
ti	riz	true
ti	riș	true
ti	riț	true
ti	roa	true
ti	rof	true
ti	roi	true
ti	rol	true
ti	rom	true
ti	ron	true
ti	ror	true
ti	rox	false
ti	rox	true
ti	roz	true
ti	rp-	false
ti	rpa	false
ti	rpe	false
ti	rpi	false
ti	rpâ	false
ti	rpă	false
ti	rs-	false
ti	rsu	false
ti	rui	true
ti	rul	true
ti	rur	true
ti	rân	true
ti	ră-	true
ti	răm	true
ti	răn	true
ti	răr	true
ti	răz	true
ti	răț	true
ti	rșc	false
ti	s--	false
ti	sa-	true
ti	sai	true
ti	saj	true
ti	sam	true
ti	san	true
ti	sar	true
ti	sas	true
ti	sat	true
ti	sau	true
ti	saș	true
ti	saț	true
ti	sca	false
ti	sca	true
ti	sch	false
ti	scl	false
ti	sco	false
ti	sco	true
ti	se-	true
ti	sea	true
ti	sec	true
ti	seg	true
ti	sei	true
ti	sel	true
ti	sem	true
ti	sep	true
ti	ser	true
ti	ses	true
ti	sez	true
ti	seș	true
ti	sfa	false
ti	sfe	false
ti	sfe	true
ti	sfă	false
ti	si-	true
ti	sic	true
ti	sie	true
ti	sif	true
ti	sii	true
ti	sim	true
ti	sin	true
ti	sio	true
ti	sir	true
ti	sis	true
ti	sit	true
ti	siș	true
ti	siț	true
ti	sm-	false
ti	sma	false
ti	sme	false
ti	smo	false
ti	smu	false
ti	smă	false
ti	soa	true
ti	soc	true
ti	sol	true
ti	son	true
ti	sor	true
ti	spa	false
ti	spa	true
ti	spe	false
ti	spi	false
ti	spi	true
ti	spo	false
ti	spu	false
ti	spu	true
ti	ssi	false
ti	st-	false
ti	sta	false
ti	sta	true
ti	ste	false
ti	ste	true
ti	sti	false
ti	sto	false
ti	str	false
ti	str	true
ti	stu	false
ti	stă	false
ti	sub	true
ti	sud	true
ti	sul	true
ti	sân	true
ti	să-	true
ti	săm	true
ti	săr	true
ti	sți	false
ti	t--	false
ti	ta-	true
ti	tab	true
ti	tal	true
ti	tan	true
ti	tat	true
ti	te-	true
ti	tea	true
ti	teh	true
ti	tei	true
ti	tel	true
ti	ter	true
ti	tet	true
ti	tez	true
ti	tic	true
ti	tif	true
ti	tir	true
ti	tis	true
ti	tiv	true
ti	tlu	true
ti	toa	true
ti	tom	true
ti	ton	true
ti	tor	true
ti	tot	true
ti	tox	true
ti	tra	true
ti	tre	true
ti	tri	true
ti	tru	true
ti	trâ	true
ti	tră	true
ti	tua	true
ti	tub	true
ti	tud	true
ti	tue	true
ti	tui	true
ti	tul	true
ti	tur	true
ti	tus	true
ti	tut	true
ti	tuâ	true
ti	tuă	true
ti	tuț	true
ti	tă-	true
ti	tăț	true
ti	u--	false
ti	u--	true
ti	ube	false
ti	ube	true
ti	uc-	false
ti	uca	false
ti	uce	false
ti	uci	false
ti	ucu	false
ti	ucă	false
ti	ui-	false
ti	ui-	true
ti	ul-	false
ti	ul-	true
ti	ule	false
ti	uli	false
ti	ulu	false
ti	ulu	true
ti	uma	true
ti	une	false
ti	une	true
ti	uni	false
ti	uni	true
ti	uri	true
ti	ură	false
ti	ură	true
ti	use	false
ti	use	true
ti	ut-	false
ti	ut-	true
ti	ute	false
ti	ute	true
ti	uto	false
ti	uto	true
ti	ută	false
ti	ută	true
ti	uși	false
ti	uși	true
ti	uța	true
ti	uțe	true
ti	uți	false
ti	uți	true
ti	uță	true
ti	v--	false
ti	va-	true
ti	vab	true
ti	vai	true
ti	vaj	true
ti	val	true
ti	vam	true
ti	van	true
ti	var	true
ti	vas	true
ti	vat	true
ti	vau	true
ti	vaș	true
ti	vaț	true
ti	ve-	true
ti	vea	true
ti	ved	true
ti	vei	true
ti	vel	true
ti	ven	true
ti	ver	true
ti	ves	true
ti	vez	true
ti	veș	true
ti	vi-	false
ti	vi-	true
ti	vib	true
ti	vic	true
ti	vii	true
ti	vil	true
ti	vim	true
ti	vin	true
ti	vir	true
ti	vis	true
ti	vit	true
ti	viz	true
ti	viș	true
ti	viț	true
ti	voa	true
ti	vom	true
ti	vor	true
ti	vui	true
ti	vul	true
ti	vur	true
ti	vân	true
ti	vă-	true
ti	văm	true
ti	văr	true
ti	xa-	true
ti	xe-	true
ti	xei	true
ti	xel	true
ti	xot	true
ti	xă-	true
ti	z--	false
ti	za-	true
ti	zab	true
ti	zai	true
ti	zaj	true
ti	zam	true
ti	zan	true
ti	zar	true
ti	zas	true
ti	zat	true
ti	zau	true
ti	zaș	true
ti	zaț	true
ti	ze-	true
ti	zea	true
ti	zei	true
ti	zel	true
ti	zez	true
ti	zgo	false
ti	zi-	false
ti	zia	true
ti	zic	true
ti	zie	true
ti	zii	true
ti	zil	true
ti	zim	true
ti	zio	true
ti	zoa	true
ti	zon	true
ti	zor	true
ti	zul	true
ti	zân	true
ti	ză-	true
ti	zăm	true
ti	zăr	true
ti	ș--	false
ti	șa-	true
ti	șag	true
ti	șai	true
ti	șam	true
ti	șar	true
ti	șas	true
ti	șat	true
ti	șau	true
ti	șaș	true
ti	șaț	true
ti	șca	false
ti	șcă	false
ti	șe-	true
ti	șea	true
ti	șei	true
ti	șel	true
ti	șer	true
ti	șez	true
ti	și-	false
ti	șii	true
ti	șil	true
ti	șis	true
ti	șiz	true
ti	șiș	true
ti	șoa	true
ti	șoc	true
ti	șor	true
ti	ști	false
ti	ști	true
ti	șul	true
ti	șur	true
ti	șân	true
ti	șă-	true
ti	șăm	true
ti	șăr	true
ti	ța-	true
ti	țe-	true
ti	ței	true
ti	țel	true
ti	ți-	false
ti	ția	true
ti	ție	true
ti	ții	true
ti	țil	true
ti	țio	true
ti	țiu	true
ti	ță-	true
tj	art	false
tj	oco	false
tj	ocu	false
tl	agi	false
tl	aie	false
tl	an-	false
tl	ana	false
tl	and	false
tl	ane	false
tl	ani	false
tl	ant	false
tl	anu	false
tl	ană	false
tl	anț	false
tl	as-	false
tl	asa	false
tl	ase	false
tl	asu	false
tl	asâ	false
tl	asă	false
tl	az-	false
tl	azu	false
tl	ege	false
tl	ej-	false
tl	eju	false
tl	eni	false
tl	eri	false
tl	et-	false
tl	eta	false
tl	ete	false
tl	eti	false
tl	etu	false
tl	etă	false
tl	eți	false
tl	ic-	false
tl	ice	false
tl	icu	false
tl	ie-	false
tl	ii-	false
tl	iu-	false
tl	ița	false
tl	ițe	false
tl	iță	false
tl	oag	false
tl	oan	false
tl	og-	false
tl	oga	false
tl	ogo	false
tl	ogu	false
tl	ogă	false
tl	on-	false
tl	ona	false
tl	oni	false
tl	onu	false
tl	or-	false
tl	u--	false
tl	udi	false
tl	ui-	false
tl	uia	false
tl	uie	false
tl	uii	false
tl	uim	false
tl	uin	false
tl	uir	false
tl	uis	false
tl	uit	false
tl	uiș	false
tl	uiț	false
tl	ul-	false
tl	ulu	false
tl	uri	false
tl	âc-	false
tl	âcu	false
tl	âi-	false
tl	âii	false
tl	âil	false
tl	âu-	false
tl	âul	false
tl	ăge	false
tl	ăgi	false
tl	ăie	false
tl	ăna	false
tl	ău-	false
tl	ăul	false
tm	a--	false
tm	ai-	false
tm	ais	false
tm	aiș	false
tm	ajo	false
tm	am-	false
tm	an-	false
tm	ani	false
tm	ant	false
tm	anu	false
tm	are	false
tm	ară	false
tm	ase	false
tm	at-	false
tm	atc	false
tm	ate	false
tm	ati	false
tm	ată	false
tm	au-	false
tm	ași	false
tm	ați	false
tm	e--	false
tm	eaz	false
tm	ei-	false
tm	ele	false
tm	elo	false
tm	eni	false
tm	eri	false
tm	eti	false
tm	etr	false
tm	ez-	false
tm	eza	false
tm	eze	false
tm	ezi	false
tm	eză	false
tm	i--	false
tm	ia-	false
tm	ic-	false
tm	ica	false
tm	ice	false
tm	ici	false
tm	ică	false
tm	ido	false
tm	ie-	false
tm	iei	false
tm	ii-	false
tm	iil	false
tm	ilo	false
tm	int	false
tm	ist	false
tm	iza	false
tm	ize	false
tm	izâ	false
tm	iză	false
tm	ișt	false
tm	ode	false
tm	ofo	false
tm	oge	false
tm	ogo	false
tm	ogr	false
tm	oid	false
tm	ole	false
tm	oli	false
tm	olo	false
tm	oma	false
tm	ome	false
tm	one	false
tm	ori	false
tm	ort	false
tm	osf	false
tm	oti	false
tm	ul-	false
tm	ulu	false
tm	uri	false
tm	âna	false
tm	ând	false
tm	ânt	false
tm	ă--	false
tm	ăm-	false
tm	ăne	false
tm	ăni	false
tm	ăre	false
tm	ări	false
tn	ame	false
tn	app	false
tn	ar-	false
tn	arh	false
tn	ari	false
tn	aru	false
tn	ata	false
tn	er-	false
tn	eri	false
tn	eru	false
tn	ia-	false
tn	ic-	false
tn	ica	false
tn	ice	false
tn	ici	false
tn	ico	false
tn	icu	false
tn	ică	false
tn	ie-	false
tn	iei	false
tn	ii-	false
tn	iil	false
tn	ița	false
tn	ițe	false
tn	iță	false
tn	oas	false
tn	obi	false
tn	obo	false
tn	oce	false
tn	oci	false
tn	oco	false
tn	ocu	false
tn	ode	false
tn	ofi	false
tn	ofo	false
tn	og-	false
tn	oge	false
tn	ogi	false
tn	ogo	false
tn	ogr	false
tn	ogu	false
tn	oia	false
tn	oid	false
tn	ois	false
tn	oli	false
tn	olo	false
tn	omi	false
tn	omu	false
tn	oni	false
tn	ope	false
tn	ops	false
tn	ose	false
tn	oso	false
tn	ota	false
tn	oti	false
tn	ozo	false
tn	oșe	false
tn	ări	false
to	a--	false
to	abr	true
to	aca	false
to	acc	true
to	ace	false
to	aci	true
to	aco	false
to	acu	true
to	acă	false
to	ada	true
to	ade	true
to	adm	true
to	afi	true
to	agl	true
to	agr	true
to	aia	false
to	aic	false
to	aie	false
to	aie	true
to	aip	false
to	ala	false
to	ala	true
to	alc	false
to	ale	false
to	ale	true
to	ali	true
to	alâ	false
to	ală	false
to	amb	true
to	ame	false
to	amf	true
to	ami	true
to	amn	false
to	amo	true
to	amă	false
to	amă	true
to	ana	false
to	ana	true
to	anc	false
to	ane	false
to	ant	false
to	ant	true
to	ană	false
to	apa	true
to	ape	false
to	apr	true
to	apă	true
to	ar-	false
to	ara	false
to	arc	false
to	are	false
to	are	true
to	arh	true
to	ari	false
to	arn	false
to	ars	false
to	art	false
to	aru	false
to	asa	false
to	ase	false
to	asi	true
to	ast	false
to	asă	false
to	ate	false
to	ate	true
to	atr	true
to	ată	false
to	aut	true
to	aza	false
to	aze	false
to	azi	false
to	ază	false
to	așa	false
to	așc	false
to	așe	false
to	așt	false
to	așă	false
to	ba-	true
to	bac	true
to	bal	true
to	bar	true
to	bas	true
to	baz	true
to	baș	true
to	be-	true
to	bei	true
to	bel	true
to	ben	true
to	bet	true
to	bic	true
to	bio	true
to	bit	true
to	biț	true
to	bla	true
to	ble	true
to	bli	true
to	blo	true
to	boc	true
to	bog	true
to	bor	true
to	boș	true
to	bra	true
to	bre	true
to	bro	true
to	but	true
to	buz	true
to	bă-	true
to	c--	false
to	ca-	true
to	cai	true
to	caj	true
to	cal	true
to	cam	true
to	can	true
to	cap	true
to	car	true
to	cas	true
to	cat	true
to	cau	true
to	caș	true
to	caț	true
to	cea	true
to	cef	true
to	cei	true
to	cel	true
to	cen	true
to	cer	true
to	ces	true
to	cet	true
to	ceu	true
to	ceș	true
to	che	true
to	chi	true
to	ci-	false
to	ci-	true
to	cia	true
to	cic	true
to	cid	true
to	cie	true
to	cii	true
to	cil	true
to	cim	true
to	cin	true
to	cir	true
to	cis	true
to	cit	true
to	ciu	true
to	ciz	true
to	ciș	true
to	ciț	true
to	cla	true
to	cli	true
to	clo	true
to	cma	false
to	cme	false
to	cmi	false
to	cmă	false
to	cni	false
to	co-	true
to	coa	true
to	coc	true
to	cod	true
to	cog	true
to	col	true
to	com	true
to	con	true
to	cop	true
to	cor	true
to	cos	true
to	cra	true
to	cri	true
to	cro	true
to	csi	false
to	cto	false
to	cul	true
to	cum	true
to	cun	true
to	cup	true
to	cur	true
to	cân	true
to	că-	true
to	căl	true
to	căm	true
to	căn	true
to	căr	true
to	căt	true
to	d--	false
to	da-	true
to	daf	true
to	dat	true
to	de-	true
to	dec	true
to	def	true
to	dei	true
to	del	true
to	dem	true
to	den	true
to	dep	true
to	der	true
to	des	true
to	det	true
to	dez	true
to	dia	true
to	dic	true
to	did	true
to	die	true
to	dii	true
to	din	true
to	dio	true
to	dis	true
to	diz	true
to	diș	true
to	doc	true
to	dol	true
to	dom	true
to	don	true
to	dor	true
to	dot	true
to	dox	true
to	dre	true
to	dri	true
to	dro	true
to	dru	true
to	dub	true
to	duc	true
to	dul	true
to	dum	true
to	dă-	true
to	ech	true
to	eco	true
to	ecr	true
to	edr	true
to	edu	true
to	efe	true
to	ela	true
to	ele	true
to	elo	true
to	emi	true
to	end	true
to	ene	true
to	epi	true
to	epu	true
to	eta	true
to	eva	true
to	evi	true
to	exa	true
to	exc	true
to	exi	true
to	f--	false
to	fa-	true
to	fag	true
to	fan	true
to	far	true
to	fe-	true
to	fea	true
to	fec	true
to	fei	true
to	fel	true
to	fen	true
to	fer	true
to	fes	true
to	feu	true
to	feș	true
to	fi-	false
to	fi-	true
to	fii	true
to	fil	true
to	fim	true
to	fin	true
to	fio	true
to	fir	true
to	fis	true
to	fit	true
to	fiz	true
to	fiș	true
to	fiț	true
to	fla	true
to	fle	true
to	foa	true
to	fob	true
to	fol	true
to	fon	true
to	for	true
to	fos	true
to	fot	true
to	fra	true
to	fre	true
to	fri	true
to	fru	true
to	frâ	true
to	fto	false
to	ful	true
to	fun	true
to	fur	true
to	fus	true
to	fă-	true
to	făr	true
to	g--	false
to	ga-	true
to	gam	true
to	gar	true
to	gen	true
to	geo	true
to	ger	true
to	ges	true
to	ghi	true
to	gi-	false
to	gii	true
to	gil	true
to	gin	true
to	gir	true
to	gli	true
to	glo	true
to	glu	true
to	gno	false
to	gno	true
to	goa	true
to	gol	true
to	gon	true
to	gos	true
to	goș	true
to	gra	true
to	gre	true
to	gro	true
to	gul	true
to	gun	true
to	gur	true
to	guv	true
to	guș	true
to	gă-	true
to	găr	true
to	hal	true
to	har	true
to	hel	true
to	hem	true
to	hid	true
to	hoa	true
to	hor	true
to	hto	false
to	i--	false
to	i--	true
to	ia-	true
to	iag	true
to	iai	true
to	ial	true
to	iam	true
to	ian	true
to	iar	true
to	ias	true
to	iat	true
to	iau	true
to	iaș	true
to	iaț	true
to	ic-	true
to	ica	true
to	ice	true
to	ich	false
to	ici	true
to	icu	true
to	ică	true
to	id-	true
to	ida	true
to	ide	true
to	idi	true
to	idu	true
to	idă	true
to	ie-	true
to	ieg	true
to	iel	true
to	iem	true
to	ien	true
to	ier	true
to	ies	true
to	ieș	true
to	ign	false
to	ih-	true
to	ihu	true
to	ii-	true
to	ilo	false
to	ilu	true
to	im-	true
to	imp	false
to	imu	true
to	inc	true
to	ind	false
to	ind	true
to	inf	false
to	ini	false
to	ins	true
to	int	false
to	int	true
to	iod	true
to	ire	true
to	iri	true
to	iro	true
to	iră	true
to	ise	true
to	ism	true
to	ist	false
to	ist	true
to	it-	true
to	ite	true
to	iti	true
to	ito	true
to	itu	true
to	ită	true
to	iul	false
to	iul	true
to	iur	true
to	izi	false
to	izi	true
to	izo	true
to	iși	true
to	ișt	true
to	iți	true
to	jet	true
to	jit	true
to	jiț	true
to	l--	false
to	la-	true
to	lab	true
to	lac	true
to	lah	true
to	lai	true
to	lal	true
to	lam	true
to	lan	true
to	lar	true
to	las	true
to	lat	true
to	lau	true
to	laș	true
to	laț	true
to	lba	false
to	lbe	false
to	lbă	false
to	le-	true
to	lea	true
to	lei	true
to	lel	true
to	ler	true
to	les	true
to	let	true
to	lez	true
to	leș	true
to	leț	true
to	li-	false
to	li-	true
to	lia	true
to	lib	true
to	lic	true
to	lie	true
to	lii	true
to	lil	true
to	lim	true
to	lin	true
to	lir	true
to	lis	true
to	lit	true
to	liu	true
to	liz	true
to	liș	true
to	liț	true
to	lmi	false
to	lna	false
to	lne	false
to	lni	false
to	lnă	false
to	loa	true
to	loc	true
to	log	true
to	lom	true
to	lon	true
to	loș	true
to	lpo	false
to	lra	false
to	lst	false
to	lte	false
to	lua	true
to	lue	true
to	lui	true
to	lul	true
to	lum	true
to	lur	true
to	lzi	false
to	lân	true
to	lă-	true
to	lăm	true
to	lăn	true
to	lăr	true
to	m--	false
to	ma-	true
to	mac	true
to	mag	true
to	mah	true
to	mai	true
to	mal	false
to	mal	true
to	man	true
to	mar	true
to	mat	true
to	maț	true
to	mba	false
to	mbe	false
to	mbo	false
to	mbr	false
to	mbă	false
to	me-	true
to	mec	true
to	med	true
to	mee	true
to	meg	true
to	mei	true
to	mel	true
to	mer	true
to	met	true
to	mi-	false
to	mia	true
to	mic	true
to	mie	true
to	mii	true
to	mil	true
to	mim	true
to	mis	true
to	mit	true
to	miz	true
to	miș	true
to	mna	false
to	mne	false
to	mnâ	false
to	mnă	false
to	mob	true
to	mod	true
to	moe	true
to	mof	true
to	mog	true
to	mol	true
to	mon	true
to	mop	true
to	mor	true
to	mos	true
to	mot	true
to	moz	true
to	mpa	false
to	mpe	false
to	mpâ	false
to	mpă	false
to	mto	false
to	mul	true
to	mur	true
to	mus	true
to	mut	true
to	mă-	true
to	măn	true
to	măt	true
to	n--	false
to	na-	true
to	nab	true
to	nad	true
to	naf	true
to	nag	true
to	nai	true
to	naj	true
to	nak	true
to	nal	true
to	nam	true
to	nan	true
to	nar	true
to	nas	true
to	nat	true
to	nau	true
to	nav	true
to	naș	true
to	naț	true
to	nda	false
to	nde	false
to	nde	true
to	ndo	false
to	ndă	false
to	ne-	true
to	nea	true
to	nec	true
to	nee	true
to	nef	true
to	nei	true
to	nek	true
to	nel	true
to	nem	false
to	nem	true
to	neo	true
to	ner	true
to	nes	true
to	net	true
to	neu	true
to	nev	true
to	nez	true
to	neș	true
to	nfo	false
to	ng-	false
to	nga	false
to	ngh	false
to	ngi	false
to	ngu	false
to	ngâ	false
to	ngă	false
to	ni-	false
to	ni-	true
to	nia	true
to	nic	true
to	nid	true
to	nie	true
to	nif	true
to	nii	true
to	nil	true
to	nim	true
to	nin	true
to	nio	true
to	nir	true
to	nis	true
to	nit	true
to	niu	true
to	niz	true
to	niș	true
to	niț	true
to	noa	true
to	nof	true
to	nog	true
to	nol	true
to	nom	true
to	nos	true
to	not	true
to	nou	true
to	nsu	false
to	nt-	false
to	nte	false
to	nto	false
to	ntu	false
to	ntă	false
to	nul	true
to	nur	false
to	nur	true
to	nus	true
to	nân	true
to	nă-	true
to	năf	true
to	năk	true
to	năm	true
to	năr	true
to	nți	false
to	obi	true
to	obs	true
to	opt	true
to	org	true
to	ori	true
to	osc	true
to	oxi	true
to	p--	false
to	pa-	true
to	pai	true
to	paj	true
to	pal	true
to	pam	true
to	pan	true
to	par	true
to	pas	true
to	pat	true
to	pau	true
to	paz	true
to	paș	true
to	paț	true
to	pca	false
to	pci	false
to	pe-	true
to	pea	true
to	ped	true
to	pee	true
to	pei	true
to	pel	true
to	pen	true
to	per	true
to	pes	true
to	pet	true
to	pez	true
to	peș	true
to	pi-	false
to	pi-	true
to	pia	true
to	pic	true
to	pie	true
to	pig	true
to	pii	true
to	pil	true
to	pim	true
to	pin	true
to	pir	true
to	pis	true
to	pit	true
to	piș	true
to	piț	true
to	pla	true
to	pli	true
to	plu	true
to	pmo	false
to	poa	true
to	poc	true
to	pod	true
to	poe	true
to	pof	true
to	pog	true
to	poi	true
to	pol	true
to	pom	true
to	pon	false
to	pon	true
to	pop	true
to	por	true
to	poz	true
to	pre	true
to	pro	true
to	ps-	false
to	psa	false
to	psa	true
to	psi	false
to	psi	true
to	psp	false
to	pst	false
to	psu	false
to	pta	false
to	pte	false
to	pte	true
to	pti	false
to	pto	false
to	pto	true
to	ptr	false
to	pul	true
to	pur	true
to	puz	true
to	pân	true
to	pă-	true
to	păm	true
to	păr	true
to	pși	false
to	r--	false
to	ra-	true
to	rac	true
to	rad	true
to	raf	true
to	rag	true
to	rai	true
to	raj	true
to	ral	true
to	ram	true
to	ran	true
to	rap	true
to	rar	true
to	ras	true
to	rat	true
to	rau	true
to	rax	true
to	raș	true
to	raț	true
to	rc-	false
to	rca	false
to	rce	false
to	rch	false
to	rci	false
to	rcr	false
to	rcâ	false
to	rcă	false
to	rdi	false
to	re-	true
to	rea	true
to	rec	true
to	red	true
to	ree	true
to	ref	true
to	reg	true
to	rei	true
to	rel	true
to	rem	true
to	ren	true
to	rep	true
to	rer	true
to	res	true
to	ret	true
to	reu	true
to	rez	true
to	reș	true
to	rfi	false
to	rhi	false
to	ri-	false
to	ri-	true
