b32	b21	b10	a01	a12	syl
v	e	l	a	r	true
v	e	l	a	s	false
v	e	l	a	t	false
v	e	l	a	u	false
v	e	l	a	ș	false
v	e	l	a	ț	false
v	e	l	c	a	true
v	e	l	c	i	false
v	e	l	c	i	true
v	e	l	c	u	true
v	e	l	c	ă	true
v	e	l	e	-	false
v	e	l	e	a	false
v	e	l	e	i	false
v	e	l	e	l	false
v	e	l	e	s	false
v	e	l	e	t	false
v	e	l	e	z	false
v	e	l	e	ș	false
v	e	l	i	-	false
v	e	l	i	c	false
v	e	l	i	e	false
v	e	l	i	i	false
v	e	l	i	l	false
v	e	l	i	m	false
v	e	l	i	n	false
v	e	l	i	o	false
v	e	l	i	r	false
v	e	l	i	s	false
v	e	l	i	t	false
v	e	l	i	z	false
v	e	l	i	ș	false
v	e	l	i	ț	false
v	e	l	l	o	true
v	e	l	m	e	true
v	e	l	n	i	true
v	e	l	o	b	false
v	e	l	o	c	false
v	e	l	o	d	false
v	e	l	o	e	false
v	e	l	o	g	false
v	e	l	o	m	false
v	e	l	o	p	false
v	e	l	o	r	false
v	e	l	s	p	true
v	e	l	t	-	false
v	e	l	t	e	true
v	e	l	t	ă	true
v	e	l	u	l	false
v	e	l	u	r	false
v	e	l	u	t	false
v	e	l	v	e	true
v	e	l	â	n	false
v	e	l	ă	-	false
v	e	l	ă	m	false
v	e	l	ă	r	false
v	e	l	ț	i	false
v	e	m	e	l	false
v	e	m	e	r	false
v	e	n	a	-	false
v	e	n	a	b	false
v	e	n	a	i	false
v	e	n	a	l	false
v	e	n	a	m	false
v	e	n	a	n	false
v	e	n	a	r	false
v	e	n	a	s	false
v	e	n	a	t	false
v	e	n	a	u	false
v	e	n	a	ș	false
v	e	n	a	ț	false
v	e	n	c	e	true
v	e	n	c	h	false
v	e	n	c	h	true
v	e	n	c	i	false
v	e	n	c	i	true
v	e	n	c	l	false
v	e	n	c	l	true
v	e	n	d	e	true
v	e	n	d	i	true
v	e	n	e	-	false
v	e	n	e	a	false
v	e	n	e	c	false
v	e	n	e	c	true
v	e	n	e	i	false
v	e	n	e	l	false
v	e	n	e	n	false
v	e	n	e	p	false
v	e	n	e	r	false
v	e	n	e	s	false
v	e	n	e	t	false
v	e	n	e	z	false
v	e	n	e	ș	false
v	e	n	e	ț	false
v	e	n	g	h	false
v	e	n	g	h	true
v	e	n	g	l	false
v	e	n	g	l	true
v	e	n	i	-	false
v	e	n	i	a	false
v	e	n	i	e	false
v	e	n	i	i	false
v	e	n	i	l	false
v	e	n	i	m	false
v	e	n	i	n	false
v	e	n	i	r	false
v	e	n	i	s	false
v	e	n	i	t	false
v	e	n	i	z	false
v	e	n	i	ș	false
v	e	n	i	ț	false
v	e	n	o	a	false
v	e	n	o	g	false
v	e	n	o	s	false
v	e	n	o	z	false
v	e	n	o	ș	false
v	e	n	s	a	true
v	e	n	t	-	false
v	e	n	t	a	true
v	e	n	t	e	true
v	e	n	t	i	true
v	e	n	t	o	true
v	e	n	t	r	true
v	e	n	t	u	true
v	e	n	t	â	true
v	e	n	t	ă	true
v	e	n	u	l	false
v	e	n	u	s	false
v	e	n	u	ș	false
v	e	n	â	n	false
v	e	n	ă	-	false
v	e	n	ă	m	false
v	e	n	ă	r	false
v	e	n	ț	a	true
v	e	n	ț	e	true
v	e	n	ț	i	false
v	e	n	ț	i	true
v	e	n	ț	m	false
v	e	n	ț	m	true
v	e	n	ț	ă	true
v	e	o	g	r	true
v	e	o	l	a	true
v	e	o	l	e	true
v	e	o	l	i	true
v	e	o	l	o	true
v	e	o	l	ă	true
v	e	r	a	-	false
v	e	r	a	c	false
v	e	r	a	i	false
v	e	r	a	j	false
v	e	r	a	m	false
v	e	r	a	n	false
v	e	r	a	r	false
v	e	r	a	s	false
v	e	r	a	t	false
v	e	r	a	u	false
v	e	r	a	ș	false
v	e	r	a	ț	false
v	e	r	b	-	false
v	e	r	b	a	true
v	e	r	b	e	true
v	e	r	b	i	true
v	e	r	b	o	true
v	e	r	b	u	true
v	e	r	c	o	true
v	e	r	c	r	true
v	e	r	d	e	true
v	e	r	d	i	true
v	e	r	d	u	true
v	e	r	e	-	false
v	e	r	e	a	false
v	e	r	e	i	false
v	e	r	e	l	false
v	e	r	e	n	false
v	e	r	e	s	false
v	e	r	e	z	false
v	e	r	e	ș	false
v	e	r	g	-	false
v	e	r	g	a	true
v	e	r	g	e	true
v	e	r	g	i	false
v	e	r	g	i	true
v	e	r	g	o	true
v	e	r	g	u	true
v	e	r	g	â	true
v	e	r	g	ă	true
v	e	r	i	-	false
v	e	r	i	a	false
v	e	r	i	c	false
v	e	r	i	d	false
v	e	r	i	e	false
v	e	r	i	f	false
v	e	r	i	g	false
v	e	r	i	i	false
v	e	r	i	l	false
v	e	r	i	m	false
v	e	r	i	n	false
v	e	r	i	r	false
v	e	r	i	s	false
v	e	r	i	t	false
v	e	r	i	z	false
v	e	r	i	ș	false
v	e	r	i	ț	false
v	e	r	m	i	true
v	e	r	m	o	true
v	e	r	m	u	true
v	e	r	n	-	false
v	e	r	n	a	true
v	e	r	n	e	true
v	e	r	n	i	true
v	e	r	n	m	false
v	e	r	n	o	true
v	e	r	n	u	true
v	e	r	n	â	true
v	e	r	n	ă	true
v	e	r	o	a	false
v	e	r	o	n	false
v	e	r	o	s	false
v	e	r	o	ș	false
v	e	r	p	o	true
v	e	r	s	-	false
v	e	r	s	a	true
v	e	r	s	e	true
v	e	r	s	i	true
v	e	r	s	l	true
v	e	r	s	o	true
v	e	r	s	t	true
v	e	r	s	u	true
v	e	r	s	â	true
v	e	r	s	ă	true
v	e	r	t	a	true
v	e	r	t	e	true
v	e	r	t	i	true
v	e	r	t	o	true
v	e	r	t	u	true
v	e	r	t	ă	true
v	e	r	u	c	false
v	e	r	u	i	false
v	e	r	u	l	false
v	e	r	v	a	true
v	e	r	v	e	true
v	e	r	v	ă	true
v	e	r	z	a	true
v	e	r	z	e	true
v	e	r	z	i	false
v	e	r	z	i	true
v	e	r	z	u	true
v	e	r	z	ă	true
v	e	r	â	n	false
v	e	r	ă	-	false
v	e	r	ă	m	false
v	e	r	ă	r	false
v	e	r	ș	i	false
v	e	r	ș	i	true
v	e	r	ș	u	true
v	e	s	c	-	false
v	e	s	c	a	true
v	e	s	c	e	true
v	e	s	c	ă	true
v	e	s	e	l	false
v	e	s	p	a	true
v	e	s	p	e	true
v	e	s	t	-	false
v	e	s	t	a	true
v	e	s	t	e	false
v	e	s	t	e	true
v	e	s	t	g	false
v	e	s	t	i	true
v	e	s	t	o	true
v	e	s	t	r	true
v	e	s	t	u	true
v	e	s	t	ă	true
v	e	t	a	-	false
v	e	t	a	b	false
v	e	t	a	i	false
v	e	t	a	m	false
v	e	t	a	r	false
v	e	t	a	s	false
v	e	t	a	t	false
v	e	t	a	u	false
v	e	t	a	ș	false
v	e	t	a	ț	false
v	e	t	e	-	false
v	e	t	e	a	false
v	e	t	e	d	false
v	e	t	e	i	false
v	e	t	e	l	false
v	e	t	e	r	false
v	e	t	e	s	false
v	e	t	e	z	false
v	e	t	e	ș	false
v	e	t	i	-	false
v	e	t	i	c	false
v	e	t	i	e	false
v	e	t	i	i	false
v	e	t	i	m	false
v	e	t	i	n	false
v	e	t	i	r	false
v	e	t	i	s	false
v	e	t	i	t	false
v	e	t	i	ș	false
v	e	t	i	ț	false
v	e	t	o	-	false
v	e	t	o	n	false
v	e	t	o	u	false
v	e	t	r	e	false
v	e	t	r	i	false
v	e	t	u	l	false
v	e	t	u	r	false
v	e	t	u	s	false
v	e	t	u	ș	false
v	e	t	â	n	false
v	e	t	ă	-	false
v	e	t	ă	m	false
v	e	t	ă	r	false
v	e	u	l	-	false
v	e	u	l	u	true
v	e	u	r	i	false
v	e	u	r	i	true
v	e	v	e	r	false
v	e	x	a	-	false
v	e	x	a	i	false
v	e	x	a	m	false
v	e	x	a	n	false
v	e	x	a	r	false
v	e	x	a	s	false
v	e	x	a	t	false
v	e	x	a	u	false
v	e	x	a	ș	false
v	e	x	a	ț	false
v	e	x	e	-	false
v	e	x	e	a	false
v	e	x	e	z	false
v	e	x	i	l	false
v	e	x	i	t	false
v	e	x	â	n	false
v	e	x	ă	-	false
v	e	x	ă	m	false
v	e	z	a	-	false
v	e	z	e	-	false
v	e	z	e	a	false
v	e	z	e	i	false
v	e	z	e	l	false
v	e	z	e	s	false
v	e	z	e	ș	false
v	e	z	i	-	false
v	e	z	i	c	false
v	e	z	i	e	false
v	e	z	i	i	false
v	e	z	i	l	false
v	e	z	i	m	false
v	e	z	i	u	false
v	e	z	u	v	false
v	e	z	ă	-	false
v	e	ș	c	a	true
v	e	ș	c	ă	true
v	e	ș	m	i	true
v	e	ș	m	â	true
v	e	ș	n	i	true
v	e	ș	t	e	true
v	e	ș	t	i	false
v	e	ș	t	i	true
v	e	ș	t	r	true
v	e	ț	e	-	false
v	e	ț	e	i	false
v	e	ț	e	l	false
v	e	ț	i	-	false
v	e	ț	i	a	false
v	e	ț	i	c	false
v	e	ț	i	e	false
v	e	ț	i	i	false
v	e	ț	i	l	false
v	e	ț	i	m	false
v	e	ț	u	l	false
v	g	a	r	d	false
v	g	h	e	n	false
v	h	o	z	-	false
v	h	o	z	u	true
v	i	a	b	i	true
v	i	a	c	-	false
v	i	a	c	e	true
v	i	a	c	u	true
v	i	a	d	e	true
v	i	a	d	u	true
v	i	a	g	e	true
v	i	a	i	-	false
v	i	a	l	-	false
v	i	a	l	-	true
v	i	a	l	a	true
v	i	a	l	e	true
v	i	a	l	i	false
v	i	a	l	i	true
v	i	a	l	u	true
v	i	a	l	ă	true
v	i	a	m	-	false
v	i	a	n	-	false
v	i	a	n	a	true
v	i	a	n	e	true
v	i	a	n	i	false
v	i	a	n	i	true
v	i	a	n	t	false
v	i	a	n	u	true
v	i	a	n	ă	true
v	i	a	n	ț	false
v	i	a	r	-	false
v	i	a	r	a	true
v	i	a	r	e	true
v	i	a	r	i	false
v	i	a	r	i	true
v	i	a	r	u	true
v	i	a	r	ă	true
v	i	a	s	a	true
v	i	a	s	e	true
v	i	a	t	-	false
v	i	a	t	a	true
v	i	a	t	e	true
v	i	a	t	i	true
v	i	a	t	o	true
v	i	a	t	u	true
v	i	a	t	ă	true
v	i	a	u	-	false
v	i	a	z	ă	true
v	i	a	ș	i	false
v	i	a	ț	a	true
v	i	a	ț	i	false
v	i	a	ț	i	true
v	i	a	ț	ă	true
v	i	b	i	c	false
v	i	b	i	l	false
v	i	b	o	s	false
v	i	b	o	ș	false
v	i	b	r	a	false
v	i	b	r	e	false
v	i	b	r	i	false
v	i	b	r	o	false
v	i	b	r	â	false
v	i	b	r	ă	false
v	i	c	a	-	false
v	i	c	a	l	false
v	i	c	a	r	false
v	i	c	e	-	false
v	i	c	e	a	false
v	i	c	e	c	false
v	i	c	e	g	false
v	i	c	e	i	false
v	i	c	e	l	false
v	i	c	e	m	false
v	i	c	e	n	false
v	i	c	e	p	false
v	i	c	e	r	false
v	i	c	e	v	false
v	i	c	i	-	false
v	i	c	i	a	false
v	i	c	i	d	false
v	i	c	i	e	false
v	i	c	i	i	false
v	i	c	i	l	false
v	i	c	i	m	false
v	i	c	i	n	false
v	i	c	i	o	false
v	i	c	i	s	false
v	i	c	i	t	false
v	i	c	i	u	false
v	i	c	l	e	false
v	i	c	o	l	false
v	i	c	o	n	false
v	i	c	o	r	false
v	i	c	o	t	false
v	i	c	t	i	true
v	i	c	t	o	true
v	i	c	u	l	false
v	i	c	ă	-	false
v	i	c	ț	i	true
v	i	d	a	-	false
v	i	d	a	i	false
v	i	d	a	j	false
v	i	d	a	m	false
v	i	d	a	n	false
v	i	d	a	r	false
v	i	d	a	s	false
v	i	d	a	t	false
v	i	d	a	u	false
v	i	d	a	ș	false
v	i	d	a	ț	false
v	i	d	e	-	false
v	i	d	e	a	false
v	i	d	e	e	false
v	i	d	e	i	false
v	i	d	e	l	false
v	i	d	e	m	false
v	i	d	e	n	false
v	i	d	e	o	false
v	i	d	e	s	false
v	i	d	e	u	false
v	i	d	e	z	false
v	i	d	e	ș	false
v	i	d	e	ț	false
v	i	d	i	-	false
v	i	d	i	a	false
v	i	d	i	c	false
v	i	d	i	e	false
v	i	d	i	i	false
v	i	d	i	m	false
v	i	d	i	n	false
v	i	d	i	o	false
v	i	d	i	r	false
v	i	d	i	s	false
v	i	d	i	t	false
v	i	d	i	ș	false
v	i	d	i	ț	false
v	i	d	m	a	true
v	i	d	m	e	true
v	i	d	m	ă	true
v	i	d	o	-	false
v	i	d	r	a	false
v	i	d	r	e	false
v	i	d	r	ă	false
v	i	d	u	-	false
v	i	d	u	a	false
v	i	d	u	c	false
v	i	d	u	i	false
v	i	d	u	l	false
v	i	d	u	r	false
v	i	d	u	s	false
v	i	d	u	t	false
v	i	d	u	ș	false
v	i	d	u	ț	false
v	i	d	â	n	false
v	i	d	ă	-	false
v	i	d	ă	m	false
v	i	d	ă	r	false
v	i	e	d	e	true
v	i	e	i	-	false
v	i	e	i	d	false
v	i	e	l	a	true
v	i	e	l	e	true
v	i	e	l	ă	true
v	i	e	m	-	false
v	i	e	m	u	true
v	i	e	n	a	true
v	i	e	n	e	true
v	i	e	n	i	false
v	i	e	n	i	true
v	i	e	n	t	false
v	i	e	r	-	false
v	i	e	r	a	true
v	i	e	r	e	true
v	i	e	r	i	false
v	i	e	r	i	true
v	i	e	r	m	false
v	i	e	r	s	false
v	i	e	r	u	true
v	i	e	r	ă	true
v	i	e	s	p	false
v	i	e	t	-	false
v	i	e	t	a	true
v	i	e	t	e	true
v	i	e	t	i	true
v	i	e	t	n	false
v	i	e	t	o	true
v	i	e	t	u	true
v	i	e	t	ă	true
v	i	e	u	l	true
v	i	e	v	a	true
v	i	e	v	e	true
v	i	e	v	â	true
v	i	e	v	ă	true
v	i	e	z	-	false
v	i	e	z	e	true
v	i	e	z	i	false
v	i	e	z	u	true
v	i	e	ț	i	false
v	i	e	ț	i	true
v	i	e	ț	u	true
v	i	f	e	r	false
v	i	f	e	u	false
v	i	f	i	a	false
v	i	f	i	c	false
v	i	f	i	e	false
v	i	f	i	i	false
v	i	f	l	o	false
v	i	f	o	a	false
v	i	f	o	n	false
v	i	f	o	r	false
v	i	g	a	-	false
v	i	g	a	b	false
v	i	g	a	i	false
v	i	g	a	m	false
v	i	g	a	n	false
v	i	g	a	r	false
v	i	g	a	s	false
v	i	g	a	t	false
v	i	g	a	u	false
v	i	g	a	ș	false
v	i	g	a	ț	false
v	i	g	e	n	false
v	i	g	e	r	false
v	i	g	h	e	false
v	i	g	i	a	false
v	i	g	i	e	false
v	i	g	i	i	false
v	i	g	i	l	false
v	i	g	o	a	false
v	i	g	o	n	false
v	i	g	o	r	false
v	i	g	o	t	false
v	i	g	r	a	false
v	i	g	u	l	false
v	i	g	u	r	false
v	i	g	â	n	false
v	i	g	ă	-	false
v	i	g	ă	m	false
v	i	g	ă	r	false
v	i	i	d	e	true
v	i	i	i	-	false
v	i	i	l	e	true
v	i	i	l	o	true
v	i	i	n	c	false
v	i	i	n	d	false
v	i	i	n	ț	false
v	i	i	t	o	true
v	i	i	t	u	true
v	i	i	ș	o	true
v	i	j	e	l	false
v	i	k	i	n	false
v	i	l	a	-	false
v	i	l	a	i	false
v	i	l	a	n	false
v	i	l	a	r	false
v	i	l	a	t	false
v	i	l	a	ț	false
v	i	l	b	r	true
v	i	l	e	-	false
v	i	l	e	a	false
v	i	l	e	g	false
v	i	l	e	i	false
v	i	l	e	l	false
v	i	l	e	s	false
v	i	l	e	ș	false
v	i	l	i	-	false
v	i	l	i	a	false
v	i	l	i	c	false
v	i	l	i	d	false
v	i	l	i	e	false
v	i	l	i	i	false
v	i	l	i	m	false
v	i	l	i	n	false
v	i	l	i	o	false
v	i	l	i	r	false
v	i	l	i	s	false
v	i	l	i	t	false
v	i	l	i	z	false
v	i	l	i	ș	false
v	i	l	i	ț	false
v	i	l	l	a	true
v	i	l	m	e	true
v	i	l	n	i	true
v	i	l	o	a	false
v	i	l	o	c	false
v	i	l	o	g	false
v	i	l	o	i	false
v	i	l	o	n	false
v	i	l	o	r	false
v	i	l	o	s	false
v	i	l	o	z	false
v	i	l	o	ș	false
v	i	l	t	i	true
v	i	l	u	l	false
v	i	l	u	r	false
v	i	l	u	ț	false
v	i	l	ă	-	false
v	i	m	e	n	false
v	i	m	e	t	false
v	i	m	i	-	false
v	i	m	i	i	false
v	i	m	i	l	false
v	i	m	u	l	false
v	i	n	a	-	false
v	i	n	a	i	false
v	i	n	a	j	false
v	i	n	a	m	false
v	i	n	a	r	false
v	i	n	a	r	true
v	i	n	a	s	false
v	i	n	a	t	false
v	i	n	a	u	false
v	i	n	a	ș	false
v	i	n	a	ț	false
v	i	n	c	i	false
v	i	n	c	i	true
v	i	n	c	l	true
v	i	n	c	u	true
v	i	n	d	-	false
v	i	n	d	e	true
v	i	n	d	i	false
v	i	n	d	i	true
v	i	n	d	o	true
v	i	n	d	r	true
v	i	n	e	-	false
v	i	n	e	a	false
v	i	n	e	c	false
v	i	n	e	g	false
v	i	n	e	i	false
v	i	n	e	l	false
v	i	n	e	n	false
v	i	n	e	r	false
v	i	n	e	s	false
v	i	n	e	t	false
v	i	n	e	z	false
v	i	n	e	ș	false
v	i	n	e	ț	false
v	i	n	g	-	false
v	i	n	g	a	true
v	i	n	g	e	true
v	i	n	g	i	false
v	i	n	g	i	true
v	i	n	g	u	true
v	i	n	g	â	true
v	i	n	g	ă	true
v	i	n	i	-	false
v	i	n	i	c	false
v	i	n	i	e	false
v	i	n	i	f	false
v	i	n	i	i	false
v	i	n	i	l	false
v	i	n	i	p	false
v	i	n	i	s	false
v	i	n	i	t	false
v	i	n	i	z	false
v	i	n	i	ș	false
v	i	n	o	-	false
v	i	n	o	g	false
v	i	n	o	l	false
v	i	n	o	n	false
v	i	n	o	t	false
v	i	n	o	u	false
v	i	n	o	v	false
v	i	n	s	-	false
v	i	n	s	e	true
v	i	n	s	ă	true
v	i	n	t	-	false
v	i	n	t	a	true
v	i	n	t	e	true
v	i	n	t	i	true
v	i	n	t	o	true
v	i	n	t	r	true
v	i	n	t	u	true
v	i	n	t	ă	true
v	i	n	u	i	false
v	i	n	u	l	false
v	i	n	u	r	false
v	i	n	u	ț	false
v	i	n	z	i	false
v	i	n	â	n	false
v	i	n	ă	-	false
v	i	n	ă	m	false
v	i	n	ă	r	false
v	i	n	ș	i	false
v	i	n	ț	a	true
v	i	n	ț	e	true
v	i	n	ț	i	false
v	i	n	ț	i	true
v	i	n	ț	ă	true
v	i	o	a	i	false
v	i	o	a	n	false
v	i	o	a	r	false
v	i	o	a	s	false
v	i	o	c	a	true
v	i	o	c	h	true
v	i	o	d	e	true
v	i	o	f	o	true
v	i	o	g	r	true
v	i	o	i	-	true
v	i	o	i	c	true
v	i	o	l	-	false
v	i	o	l	a	true
v	i	o	l	e	true
v	i	o	l	i	true
v	i	o	l	o	true
v	i	o	l	u	true
v	i	o	l	â	true
v	i	o	l	ă	true
v	i	o	m	e	true
v	i	o	n	-	false
v	i	o	n	a	true
v	i	o	n	e	true
v	i	o	n	i	true
v	i	o	n	u	true
v	i	o	n	â	true
v	i	o	n	ă	true
v	i	o	r	-	false
v	i	o	r	a	true
v	i	o	r	e	true
v	i	o	r	i	false
v	i	o	r	i	true
v	i	o	r	u	true
v	i	o	r	â	true
v	i	o	r	ă	true
v	i	o	s	-	false
v	i	o	s	c	false
v	i	o	s	c	true
v	i	o	s	o	true
v	i	o	t	-	false
v	i	o	t	u	true
v	i	o	z	i	true
v	i	o	ș	a	true
v	i	o	ș	e	true
v	i	o	ș	i	false
v	i	o	ș	i	true
v	i	o	ș	â	true
v	i	o	ș	ă	true
v	i	p	a	r	false
v	i	p	e	r	false
v	i	p	i	a	false
v	i	p	i	e	false
v	i	p	i	i	false
v	i	p	l	a	false
v	i	p	l	e	false
v	i	p	l	ă	false
v	i	p	o	z	false
v	i	p	t	-	false
v	i	p	t	u	true
v	i	p	u	ș	false
v	i	r	a	-	false
v	i	r	a	g	false
v	i	r	a	i	false
v	i	r	a	j	false
v	i	r	a	l	false
v	i	r	a	m	false
v	i	r	a	n	false
v	i	r	a	r	false
v	i	r	a	s	false
v	i	r	a	t	false
v	i	r	a	u	false
v	i	r	a	ș	false
v	i	r	a	ț	false
v	i	r	d	a	true
v	i	r	d	ă	true
v	i	r	e	-	false
v	i	r	e	a	false
v	i	r	e	l	false
v	i	r	e	m	false
v	i	r	e	m	true
v	i	r	e	s	false
v	i	r	e	z	false
v	i	r	g	a	true
v	i	r	g	i	true
v	i	r	g	l	true
v	i	r	g	u	true
v	i	r	i	-	false
v	i	r	i	a	false
v	i	r	i	d	false
v	i	r	i	e	false
v	i	r	i	i	false
v	i	r	i	l	false
v	i	r	i	m	false
v	i	r	i	z	false
v	i	r	n	a	true
v	i	r	o	a	false
v	i	r	o	l	false
v	i	r	o	t	false
v	i	r	o	z	false
v	i	r	t	u	true
v	i	r	u	l	false
v	i	r	u	r	false
v	i	r	u	s	false
v	i	r	u	ș	false
v	i	r	â	n	false
v	i	r	ă	-	false
v	i	r	ă	m	false
v	i	r	ă	r	false
v	i	r	ă	ț	false
v	i	s	a	-	false
v	i	s	a	i	false
v	i	s	a	m	false
v	i	s	a	n	false
v	i	s	a	r	false
v	i	s	a	s	false
v	i	s	a	t	false
v	i	s	a	u	false
v	i	s	a	ș	false
v	i	s	a	ț	false
v	i	s	c	e	true
v	i	s	c	i	true
v	i	s	c	o	true
v	i	s	e	-	false
v	i	s	e	a	false
v	i	s	e	c	false
v	i	s	e	i	false
v	i	s	e	l	false
v	i	s	e	m	false
v	i	s	e	r	false
v	i	s	e	s	false
v	i	s	e	t	false
v	i	s	e	z	false
v	i	s	e	ș	false
v	i	s	f	e	false
v	i	s	f	e	true
v	i	s	i	-	false
v	i	s	i	i	false
v	i	s	i	m	false
v	i	s	i	n	false
v	i	s	i	r	false
v	i	s	i	s	false
v	i	s	i	t	false
v	i	s	i	ș	false
v	i	s	i	ț	false
v	i	s	m	-	false
v	i	s	m	e	true
v	i	s	m	u	true
v	i	s	s	i	true
v	i	s	t	-	false
v	i	s	t	a	false
v	i	s	t	a	true
v	i	s	t	e	true
v	i	s	t	i	true
v	i	s	t	n	false
v	i	s	t	o	true
v	i	s	t	u	true
v	i	s	t	ă	true
v	i	s	u	l	false
v	i	s	u	p	false
v	i	s	u	r	false
v	i	s	â	n	false
v	i	s	ă	-	false
v	i	s	ă	m	false
v	i	s	ă	r	false
v	i	s	ă	t	false
v	i	t	a	-	false
v	i	t	a	b	false
v	i	t	a	c	false
v	i	t	a	i	false
v	i	t	a	j	false
v	i	t	a	l	false
v	i	t	a	m	false
v	i	t	a	n	false
v	i	t	a	r	false
v	i	t	a	s	false
v	i	t	a	t	false
v	i	t	a	u	false
v	i	t	a	ș	false
v	i	t	a	ț	false
v	i	t	e	-	false
v	i	t	e	a	false
v	i	t	e	i	false
v	i	t	e	j	false
v	i	t	e	l	false
v	i	t	e	r	false
v	i	t	e	z	false
v	i	t	i	c	false
v	i	t	i	l	false
v	i	t	i	n	false
v	i	t	i	s	false
v	i	t	i	ș	false
v	i	t	o	-	false
v	i	t	o	a	false
v	i	t	o	m	false
v	i	t	o	n	false
v	i	t	o	r	false
v	i	t	r	a	false
v	i	t	r	e	false
v	i	t	r	i	false
v	i	t	r	o	false
v	i	t	u	d	false
v	i	t	u	l	false
v	i	t	u	p	false
v	i	t	u	r	false
v	i	t	u	t	false
v	i	t	u	ț	false
v	i	t	â	n	false
v	i	t	ă	-	false
v	i	t	ă	m	false
v	i	t	ă	r	false
v	i	t	ă	ț	false
v	i	u	l	-	false
v	i	u	l	u	true
v	i	u	m	-	false
v	i	u	m	u	true
v	i	u	n	e	true
v	i	u	n	i	false
v	i	u	n	i	true
v	i	u	r	i	false
v	i	u	r	i	true
v	i	v	a	-	false
v	i	v	a	c	false
v	i	v	a	i	false
v	i	v	a	m	false
v	i	v	a	n	false
v	i	v	a	r	false
v	i	v	a	s	false
v	i	v	a	t	false
v	i	v	a	u	false
v	i	v	a	ș	false
v	i	v	a	ț	false
v	i	v	e	-	false
v	i	v	e	a	false
v	i	v	e	i	false
v	i	v	e	l	false
v	i	v	e	z	false
v	i	v	i	-	false
v	i	v	i	a	false
v	i	v	i	e	false
v	i	v	i	f	false
v	i	v	i	i	false
v	i	v	i	l	false
v	i	v	i	p	false
v	i	v	i	s	false
v	i	v	o	-	false
v	i	v	o	r	false
v	i	v	u	l	false
v	i	v	â	n	false
v	i	v	ă	-	false
v	i	v	ă	m	false
v	i	v	ă	r	false
v	i	x	u	l	false
v	i	z	a	-	false
v	i	z	a	i	false
v	i	z	a	j	false
v	i	z	a	m	false
v	i	z	a	n	false
v	i	z	a	r	false
v	i	z	a	s	false
v	i	z	a	t	false
v	i	z	a	u	false
v	i	z	a	v	false
v	i	z	a	ș	false
v	i	z	a	ț	false
v	i	z	e	-	false
v	i	z	e	a	false
v	i	z	e	i	false
v	i	z	e	l	false
v	i	z	e	t	false
v	i	z	e	z	false
v	i	z	i	-	false
v	i	z	i	a	false
v	i	z	i	b	false
v	i	z	i	e	false
v	i	z	i	g	false
v	i	z	i	i	false
v	i	z	i	l	false
v	i	z	i	o	false
v	i	z	i	r	false
v	i	z	i	t	false
v	i	z	i	u	false
v	i	z	o	-	false
v	i	z	o	a	false
v	i	z	o	n	false
v	i	z	o	r	false
v	i	z	o	u	false
v	i	z	u	a	false
v	i	z	u	e	false
v	i	z	u	i	false
v	i	z	u	l	false
v	i	z	â	n	false
v	i	z	ă	-	false
v	i	z	ă	m	false
v	i	z	ă	r	false
v	i	ș	e	a	false
v	i	ș	e	s	false
v	i	ș	e	ș	false
v	i	ș	i	-	false
v	i	ș	i	i	false
v	i	ș	i	l	false
v	i	ș	i	n	false
v	i	ș	o	a	false
v	i	ș	t	e	true
v	i	ș	t	i	false
v	i	ș	t	i	true
v	i	ș	u	l	false
v	i	ș	u	r	false
v	i	ț	a	-	false
v	i	ț	a	i	false
v	i	ț	a	m	false
v	i	ț	a	r	false
v	i	ț	a	s	false
v	i	ț	a	t	false
v	i	ț	a	u	false
v	i	ț	a	ș	false
v	i	ț	a	ț	false
v	i	ț	e	-	false
v	i	ț	e	a	false
v	i	ț	e	i	false
v	i	ț	e	l	false
v	i	ț	e	n	false
v	i	ț	i	-	false
v	i	ț	i	a	false
v	i	ț	i	c	false
v	i	ț	i	e	false
v	i	ț	i	i	false
v	i	ț	i	l	false
v	i	ț	o	a	false
v	i	ț	o	s	false
v	i	ț	o	ș	false
v	i	ț	â	n	false
v	i	ț	ă	-	false
v	i	ț	ă	m	false
v	l	a	d	n	false
v	l	a	g	a	true
v	l	a	g	e	true
v	l	a	g	ă	true
v	l	a	h	-	false
v	l	a	h	a	true
v	l	a	h	e	true
v	l	a	h	i	false
v	l	a	h	i	true
v	l	a	h	u	true
v	l	a	h	ă	true
v	l	a	v	i	true
v	l	a	ș	i	true
v	l	e	a	-	false
v	l	e	a	c	false
v	l	e	a	g	false
v	l	e	a	i	false
v	l	e	a	m	false
v	l	e	a	s	false
v	l	e	a	u	false
v	l	e	a	ț	false
v	l	e	c	e	true
v	l	e	c	i	false
v	l	e	c	i	true
v	l	e	g	-	false
v	l	e	g	e	true
v	l	e	g	i	false
v	l	e	g	i	true
v	l	e	g	u	true
v	l	e	i	-	false
v	l	e	l	e	true
v	l	e	l	o	true
v	l	e	s	c	false
v	l	e	t	-	false
v	l	e	t	u	true
v	l	e	ș	t	false
v	l	i	c	-	false
v	l	i	c	h	true
v	l	i	i	-	false
v	l	i	m	-	false
v	l	i	n	d	false
v	l	i	n	g	false
v	l	i	r	ă	true
v	l	i	s	e	true
v	l	i	t	-	false
v	l	i	t	e	true
v	l	i	t	ă	true
